18,133
18,134
18,135
18,136
18,137
18,138
18,139
18,140
18,141
18,142
18,143
18,144
18,145
18,146
18,147
18,148
18,149
18,150
18,151
18,152
18,153
18,154
18,155
18,156
18,157
18,158
18,159
18,160
19,127
19,128
19,129
19,130
19,131
19,132
19,161
19,162
19,163
19,164
19,165
19,166
20,123
20,124
20,125
20,126
20,167
20,168
20,169
20,170
20,171
21,116
21,117
21,118
21,119
21,120
21,121
21,122
21,172
21,173
21,174
21,175
21,176
21,177
22,114
22,115
22,178
22,179
23,111
23,112
23,113
23,180
23,181
23,182
23,183
24,108
24,109
24,110
24,184
24,185
24,186
25,106
25,107
25,187
25,188
26,101
26,102
26,103
26,104
26,105
26,188
26,189
26,190
26,191
27,99
27,100
27,192
27,193
28,98
28,99
28,193
28,194
28,195
29,95
29,96
29,97
29,196
29,197
29,198
30,93
30,94
30,199
30,200
31,91
31,92
31,93
31,200
31,201
31,202
31,203
32,89
32,90
32,204
32,205
33,87
33,88
33,205
33,206
34,86
34,87
34,207
34,208
35,84
35,85
35,208
35,209
36,82
36,83
36,209
36,210
37,81
37,82
37,210
37,211
38,80
38,81
38,212
38,213
39,78
39,79
39,214
40,76
40,77
40,78
40,215
41,74
41,75
41,216
41,217
42,73
42,74
42,217
42,218
43,72
43,73
43,219
43,220
44,71
44,72
44,220
44,221
45,70
45,71
45,221
45,222
46,69
46,223
46,224
47,68
47,224
47,225
48,66
48,67
48,225
48,226
49,65
49,66
49,226
49,227
50,64
50,65
50,227
50,228
51,63
51,64
51,228
51,229
52,62
52,63
52,229
52,230
53,61
53,230
53,231
54,60
54,232
55,59
55,233
56,58
56,233
56,234
57,57
57,58
57,234
57,235
58,56
58,57
58,235
58,236
59,55
59,56
59,236
59,237
60,55
60,237
60,238
61,54
61,238
61,239
62,53
62,239
63,52
63,240
64,51
64,52
64,240
64,241
65,51
65,241
65,242
66,50
66,242
66,243
67,49
67,243
68,48
68,244
69,48
69,244
70,47
70,245
71,46
71,47
71,245
71,246
72,46
72,246
73,45
73,247
74,44
74,45
74,247
74,248
75,43
75,44
75,248
76,43
76,249
77,42
77,249
78,42
78,250
79,41
79,42
79,250
79,251
80,41
80,251
81,40
81,251
82,39
82,40
82,252
83,39
83,252
83,253
84,38
84,253
85,38
85,253
86,38
86,254
87,37
87,254
87,255
88,37
88,255
89,36
89,255
90,36
90,255
91,36
91,256
92,35
92,256
92,257
93,35
93,257
94,34
94,257
95,34
95,257
96,33
96,258
97,33
97,258
98,33
98,259
99,33
99,259
100,33
100,259
101,32
101,259
102,32
102,260
103,31
103,260
104,31
104,260
105,31
105,260
106,31
106,261
107,30
107,261
108,30
108,261
109,30
109,261
110,30
110,262
111,30
111,262
112,30
112,262
113,29
113,262
114,29
114,262
115,29
115,262
116,29
116,262
117,29
117,262
118,28
118,262
119,28
119,263
120,28
120,263
121,28
121,263
122,28
122,263
123,28
123,263
124,28
124,263
125,28
125,263
126,28
126,263
127,28
127,263
128,28
128,263
129,28
129,263
130,28
130,263
131,28
131,263
132,28
132,263
133,28
133,263
134,28
134,263
135,28
135,263
136,28
136,263
137,28
137,263
138,28
138,263
139,28
139,263
140,28
140,263
141,28
141,263
142,28
142,263
143,28
143,263
144,28
144,263
145,28
145,264
146,27
146,28
146,264
146,265
146,266
146,267
146,268
146,269
146,270
146,283
146,284
146,285
146,286
147,0
147,1
147,2
147,3
147,4
147,5
147,6
147,7
147,8
147,9
147,10
147,11
147,12
147,13
147,14
147,15
147,16
147,17
147,18
147,19
147,20
147,21
147,22
147,23
147,24
147,25
147,26
147,27
147,271
147,272
147,273
147,274
147,275
147,276
147,277
147,278
147,279
147,280
147,281
147,282
